x1
994.0861387562695
942.2485496355298
891.9669339398533
853.805029992011
827.4251637312484
810.4861550164053
799.9486007397718
795.4282948233154
794.1271687848183
795.4457833362347
799.8476182210484
805.9569022382193
812.988716478344
821.0460264683089
830.3479199754338
840.8235651387513
851.523816330799
863.6847338405441
875.9625000171824
888.6404544753109
901.6675868093423
915.1128098102265
928.8708601230824
942.9682584101835
957.2813605512285
971.9713993286787
986.8749446795673
1002.0645460974196
1017.5643749432179
1033.1530662927144
1048.9640111607928
1065.0311285051062
1081.3214747273475
1097.811849837397
1114.464084614702
1131.2273146776731
1148.2070639929414
1165.4253782179462
1182.8650787456484
1200.4395708077366
1218.1327427802125
1236.0101689571914
1254.0665637791403
1272.313700145291
1290.7472834791383
1309.3079990717702
1327.986483213508
1346.7836876831184
1365.944905184181
1385.2896215461844
1404.8775923796502
1424.5032214077642
1444.2398141878514
1464.0904719650716
1484.23257225296
1504.6710317642567
1525.3223143340542
1546.0910063928886
1566.99107702919
1588.109589743542
1609.460004249277
1631.1082543584307
1652.8194478805203
1674.7369666579677
1696.7948155343452
1719.1481029413007
1741.6335297961123
1764.5901103484634
1787.7293759923405
1811.1192247580098
1834.8626809798466
1858.8783658642635
1883.1062063882428
1907.4053813573832
1931.810691635818
1956.1214541977256
1980.5268268945986
2005.0641194846603
2029.8510418893025
2055.1105502873606
2080.6982969344967
2106.6061270242017
2132.8654028710707
2159.4584516924842
2186.183988203676
2213.166193604033
2240.325325091806
2267.6671976493335
2295.338945507805
2322.9341900811537
2350.8929913022926
2378.9889916727175
2407.2199428491076
2435.801700907781
2464.4616735005407
2493.460971527119
2522.5867825616933
2551.938371773354
2581.3733933417957
2611.1195732782035
2641.0893582327535
2671.2100996648514
2701.5079159720535
2732.0698213582855
2762.780112956939
2793.583861516598
2824.692379488806
2855.828645462104
2887.1843574280265
2918.598981745321
2950.1947189630364
2981.967434021004
3013.7130236699945
3045.821898745672
3077.889917782194
3110.142859530803
3142.5132243477497
3174.724033498716
3207.2965835549985
3239.9757680805824
3272.5930631398514
3305.281964457473
3338.0676801212576
3370.85621002491
3403.6718586552515
3436.535946819865
3469.6004833030356
3502.347146711905
3535.428606089988
3568.2570199652246
3601.3043626831777
3634.348698003205
3667.164576850816
